claim_id,customer,customer_plant,claim_country,claim_language,claim_description,production_plant,production_country,part_category,part_name_ko,part_name_en,part_number,production_date,delivery_date,occurrence_date,claim_received_date,claim_confirmed_date,claim_status,defect_type_ko,defect_type_en,severity,claim_quantity,unit_price_usd,claim_amount_usd
CLM-000356,Ford,Ford-Werke Cologne,DE,de,Wiring & Electrical Defect bei Rear Combination Lamp (SL-LMP-73342) festgestellt. Erkannt bei Ford-Werke Cologne.,SL 진량공장,KR,Lamp Systems,리어콤비램프,Rear Combination Lamp,SL-LMP-73342,2024-11-09,2024-11-27,2025-01-24,2025-02-05,,조사중,배선·전장불량,Wiring & Electrical Defect,Minor,8,55.22,371.08
CLM-000357,Honda,Honda Marysville Auto Plant,US,en,Functional Failure detected on Actuator Motor (SL-ELE-55029). Identified at Honda Marysville Auto Plant.,SL Alabama,US,Electrification,액추에이터모터,Actuator Motor,SL-ELE-55029,2024-11-24,2024-11-27,2025-12-31,2025-12-31,,접수,기능불량,Functional Failure,Major,200,43.02,8690.04
CLM-000358,KGM,KGM 평택공장,KR,ko,센서모듈(SL-ELE-83886) 부품에서 크랙·파손 발생. KGM 평택공장에서 확인됨.,SL 미러텍(시흥),KR,Electrification,센서모듈,Sensor Module,SL-ELE-83886,2024-04-28,2024-05-16,2024-06-17,2024-06-27,2024-07-03,확정,크랙·파손,Crack & Breakage,Minor,200,11.23,2335.84
CLM-000359,Hyundai,현대자동차 울산공장,KR,ko,로어암(SL-CHS-90713) 부품에서 설계결함 발생. Hyundai 현대자동차 울산공장에서 확인됨.,북경삼립,CN,Chassis Systems,로어암,Lower Control Arm,SL-CHS-90713,2024-02-28,2024-03-10,2024-07-29,2024-07-30,2024-09-09,기각,설계결함,Design Flaw,Major,200,36.39,8224.14
CLM-000360,Kia,기아 광명공장,KR,ko,사이드리피터미러(SL-MIR-14337) 부품에서 기능불량 발생. Kia 기아 광명공장에서 확인됨.,SL 천안공장,KR,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-14337,2024-10-13,2024-10-20,2024-12-03,2024-12-13,2024-12-25,보상완료,기능불량,Functional Failure,Minor,20,58.52,1076.77
CLM-000361,GM,GM Brazil Gravataí,BR,pt,Surface & Plating Defect detectado em Lower Control Arm (SL-CHS-16884). Identificado na GM Brazil Gravataí.,SL Brazil,BR,Chassis Systems,로어암,Lower Control Arm,SL-CHS-16884,2023-04-01,2023-04-16,2023-12-10,2023-12-18,2024-01-24,확정,표면·도금불량,Surface & Plating Defect,Minor,20,34.56,691.2
CLM-000362,Kia,Kia India (Anantapur),IN,en,Foreign Material Contamination detected on Steering Knuckle (SL-CHS-60070). Identified at Kia India (Anantapur).,SL 진량공장,KR,Chassis Systems,너클,Steering Knuckle,SL-CHS-60070,2024-01-06,2024-01-10,2024-10-08,2024-10-10,2024-11-22,보상완료,이물혼입,Foreign Material Contamination,Minor,20,32.15,726.59
CLM-000363,Kia,기아 광주공장,KR,ko,파워윈도우스위치(SL-ELE-70438) 부품에서 이물혼입 발생. Kia 기아 광주공장에서 확인됨.,SL 안산공장,KR,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-70438,2023-04-21,2023-04-30,2024-05-10,2024-05-19,2024-06-02,확정,이물혼입,Foreign Material Contamination,Minor,100,10.48,838.4
CLM-000364,Hyundai,HMGMA (Hyundai Motor Group Metaplant America),US,en,Other detected on Lower Control Arm (SL-CHS-47132). Identified at HMGMA (Hyundai Motor Group Metaplant America).,SL Alabama,US,Chassis Systems,로어암,Lower Control Arm,SL-CHS-47132,2024-02-17,2024-02-21,2024-05-30,2024-05-31,2024-06-06,기각,기타,Other,Critical,500,41.5,18882.5
CLM-000365,BMW,BMW Leipzig Plant,DE,de,Design Flaw bei Rear Combination Lamp (SL-LMP-27027) festgestellt. Erkannt bei BMW Leipzig Plant.,SL 천안공장,KR,Lamp Systems,리어콤비램프,Rear Combination Lamp,SL-LMP-27027,2024-02-29,2024-03-08,2025-02-08,2025-02-23,,조사중,설계결함,Design Flaw,Minor,8,44.15,399.12
CLM-000366,Hyundai,HMGMA (Hyundai Motor Group Metaplant America),US,en,Dimensional Out-of-Spec detected on Horn (SL-FEM-43729). Identified at HMGMA (Hyundai Motor Group Metaplant America).,북경삼립,CN,Front End Module,혼,Horn,SL-FEM-43729,2022-10-19,2022-10-24,2023-11-28,2023-12-03,2023-12-30,보상완료,치수불량,Dimensional Out-of-Spec,Minor,12,34.89,389.37
CLM-000367,Stellantis,Stellantis Toledo Assembly,US,en,Other detected on Power Window Switch (SL-ELE-33388). Identified at Stellantis Toledo Assembly.,SL Tennessee,US,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-33388,2025-08-02,2025-08-09,2025-10-04,2025-10-13,2025-10-29,보상완료,기타,Other,Major,500,14.78,7537.8
CLM-000368,Kia,기아 화성공장,KR,ko,주간주행등(SL-LMP-29510) 부품에서 치수불량 발생. Kia 기아 화성공장에서 확인됨.,SL 천안공장,KR,Lamp Systems,주간주행등,Daytime Running Lamp,SL-LMP-29510,2022-11-28,2022-12-13,2023-01-02,2023-01-07,2023-01-31,확정,치수불량,Dimensional Out-of-Spec,Major,200,25.24,5805.2
CLM-000369,Ford,Changan Ford Chongqing,CN,zh,在Outside Mirror（SL-MIR-60387）上发现Crack & Breakage。由Changan Ford Chongqing确认。,호북삼립,CN,Mirror Systems,아웃사이드미러,Outside Mirror,SL-MIR-60387,2025-06-23,2025-07-13,2025-09-14,2025-09-29,2025-10-23,보상완료,크랙·파손,Crack & Breakage,Minor,20,22.76,591.76
CLM-000370,BMW,BMW Spartanburg Plant,US,en,Surface & Plating Defect detected on Horn (SL-FEM-94907). Identified at BMW Spartanburg Plant.,SL Tennessee,US,Front End Module,혼,Horn,SL-FEM-94907,2023-11-01,2023-11-21,2024-02-20,2024-02-21,2024-04-06,보상완료,표면·도금불량,Surface & Plating Defect,Minor,8,26.79,267.9
CLM-000371,BMW,BMW Spartanburg Plant,US,en,Crack & Breakage detected on Outside Mirror (SL-MIR-35309). Identified at BMW Spartanburg Plant.,SL Tennessee,US,Mirror Systems,아웃사이드미러,Outside Mirror,SL-MIR-35309,2022-02-07,2022-02-17,2023-02-21,2023-03-01,2023-04-07,확정,크랙·파손,Crack & Breakage,Minor,50,46.7,2848.7
CLM-000372,GM,GM Korea 부평공장,KR,ko,주간주행등(SL-LMP-25491) 부품에서 설계결함 발생. GM Korea 부평공장에서 확인됨.,SL 안산공장,KR,Lamp Systems,주간주행등,Daytime Running Lamp,SL-LMP-25491,2023-03-21,2023-04-09,2024-03-09,2024-03-17,2024-04-23,보상완료,설계결함,Design Flaw,Major,200,40.14,6743.52
CLM-000373,Ford,Changan Ford Chongqing,CN,zh,在Tail Lamp（SL-LMP-95037）上发现Crack & Breakage。由Changan Ford Chongqing确认。,호북삼립,CN,Lamp Systems,후미등,Tail Lamp,SL-LMP-95037,2023-09-09,2023-09-17,2023-09-25,2023-10-06,,조사중,크랙·파손,Crack & Breakage,Minor,2,54.65,97.28
CLM-000374,BMW,BMW Leipzig Plant,DE,de,Foreign Material Contamination bei Inside Mirror (SL-MIR-54216) festgestellt. Erkannt bei BMW Leipzig Plant.,SL Poland,PL,Mirror Systems,룸미러,Inside Mirror,SL-MIR-54216,2024-10-12,2024-10-18,2025-04-03,2025-04-14,2025-04-25,확정,이물혼입,Foreign Material Contamination,Minor,5,58.21,320.16
CLM-000375,Kia,기아 화성공장,KR,ko,스태빌라이저링크(SL-CHS-31627) 부품에서 기타 발생. Kia 기아 화성공장에서 확인됨.,SL 대구공장,KR,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-31627,2025-02-08,2025-02-12,2025-06-17,2025-06-20,,조사중,기타,Other,Minor,20,37.66,610.09
CLM-000376,GM,GM Korea 부평공장,KR,ko,센서모듈(SL-ELE-64555) 부품에서 크랙·파손 발생. GM Korea 부평공장에서 확인됨.,SL 미러텍(시흥),KR,Electrification,센서모듈,Sensor Module,SL-ELE-64555,2024-09-04,2024-09-11,2025-09-01,2025-09-05,,조사중,크랙·파손,Crack & Breakage,Minor,100,30.27,2784.84
CLM-000377,Hyundai,현대자동차 울산공장,KR,ko,안개등(SL-LMP-55593) 부품에서 소재불량 발생. Hyundai 현대자동차 울산공장에서 확인됨.,SL 성서공장,KR,Lamp Systems,안개등,Fog Lamp,SL-LMP-55593,2025-04-14,2025-05-04,2025-05-07,2025-05-11,2025-06-16,확정,소재불량,Material Defect,Major,200,48.52,11450.72
CLM-000378,GM,GM Korea 창원공장,KR,ko,후미등(SL-LMP-24769) 부품에서 조립불량 발생. GM Korea 창원공장에서 확인됨.,SL 안산공장,KR,Lamp Systems,후미등,Tail Lamp,SL-LMP-24769,2022-10-29,2022-11-16,2023-11-02,2023-11-10,2023-12-25,확정,조립불량,Assembly Defect,Minor,1,66.92,62.9
CLM-000379,GM,GM Spring Hill Assembly,US,en,Surface & Plating Defect detected on Head Lamp (SL-LMP-80432). Identified at GM Spring Hill Assembly.,SL Tennessee,US,Lamp Systems,전조등,Head Lamp,SL-LMP-80432,2023-10-04,2023-10-07,2023-12-27,2024-01-04,2024-01-11,확정,표면·도금불량,Surface & Plating Defect,Major,50,63.53,3049.44
CLM-000380,Hyundai,HMMA (Hyundai Motor Manufacturing Alabama),US,en,Other detected on Outside Mirror (SL-MIR-41079). Identified at HMMA (Hyundai Motor Manufacturing Alabama).,SL Alabama,US,Mirror Systems,아웃사이드미러,Outside Mirror,SL-MIR-41079,2024-12-27,2025-01-11,2025-04-24,2025-05-09,2025-06-11,확정,기타,Other,Minor,50,22.72,1158.72
CLM-000381,Hyundai,Beijing Hyundai Motor (BHMC),CN,zh,在Inside Mirror（SL-MIR-35448）上发现Other。由Beijing Hyundai Motor (BHMC)确认。,동풍삼립(우한),CN,Mirror Systems,룸미러,Inside Mirror,SL-MIR-35448,2024-08-09,2024-08-18,2025-01-04,2025-01-10,,조사중,기타,Other,Minor,1,34.03,29.27
CLM-000382,GM,GM Fort Wayne Assembly,US,en,Wiring & Electrical Defect detected on Stabilizer Link (SL-CHS-30550). Identified at GM Fort Wayne Assembly.,SL Tennessee,US,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-30550,2023-02-02,2023-02-22,2023-12-15,2023-12-29,2024-01-27,확정,배선·전장불량,Wiring & Electrical Defect,Minor,50,40.45,1840.48
CLM-000383,GM,GM Fort Wayne Assembly,US,en,Dimensional Out-of-Spec detected on Inside Mirror (SL-MIR-66917). Identified at GM Fort Wayne Assembly.,SL Tennessee,US,Mirror Systems,룸미러,Inside Mirror,SL-MIR-66917,2023-05-26,2023-06-02,2024-03-31,2024-04-15,2024-04-18,확정,치수불량,Dimensional Out-of-Spec,Minor,1,22.0,22.88
CLM-000384,Ford,Ford Kentucky Truck Plant,US,en,Dimensional Out-of-Spec detected on Daytime Running Lamp (SL-LMP-74918). Identified at Ford Kentucky Truck Plant.,SL Alabama,US,Lamp Systems,주간주행등,Daytime Running Lamp,SL-LMP-74918,2024-03-05,2024-03-25,2024-05-07,2024-05-20,,접수,치수불량,Dimensional Out-of-Spec,Minor,5,33.63,159.74
CLM-000385,BMW,BMW Leipzig Plant,DE,de,Foreign Material Contamination bei Bumper Beam (SL-FEM-69616) festgestellt. Erkannt bei BMW Leipzig Plant.,SL 대구공장,KR,Front End Module,범퍼빔,Bumper Beam,SL-FEM-69616,2024-06-30,2024-07-07,2025-08-07,2025-08-21,2025-09-04,기각,이물혼입,Foreign Material Contamination,Major,500,20.54,11502.4
CLM-000386,Honda,Honda Marysville Auto Plant,US,en,Wiring & Electrical Defect detected on Steering Knuckle (SL-CHS-45361). Identified at Honda Marysville Auto Plant.,SL Tennessee,US,Chassis Systems,너클,Steering Knuckle,SL-CHS-45361,2023-03-10,2023-03-15,2024-02-29,2024-03-10,2024-03-16,보상완료,배선·전장불량,Wiring & Electrical Defect,Major,500,24.01,9964.15
CLM-000387,Kia,Kia Georgia Plant,US,en,Wiring & Electrical Defect detected on Side Repeater Mirror (SL-MIR-83241). Identified at Kia Georgia Plant.,SL Alabama,US,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-83241,2022-07-25,2022-08-03,2023-05-18,2023-05-21,2023-06-08,보상완료,배선·전장불량,Wiring & Electrical Defect,Minor,2,52.45,122.73
CLM-000388,Ford,Ford Michigan Assembly,US,en,Foreign Material Contamination detected on Steering Knuckle (SL-CHS-45043). Identified at Ford Michigan Assembly.,SL Alabama,US,Chassis Systems,너클,Steering Knuckle,SL-CHS-45043,2024-10-28,2024-11-13,2025-10-28,2025-11-02,,조사중,이물혼입,Foreign Material Contamination,Minor,12,26.93,339.32
CLM-000389,Stellantis,Stellantis Sterling Heights Assembly,US,en,Design Flaw detected on Horn (SL-FEM-98251). Identified at Stellantis Sterling Heights Assembly.,SL 옌타이,CN,Front End Module,혼,Horn,SL-FEM-98251,2023-01-21,2023-02-07,2023-05-15,2023-05-17,,조사중,설계결함,Design Flaw,Minor,8,33.87,227.61
CLM-000390,Hyundai,현대자동차 울산공장,KR,ko,사이드리피터미러(SL-MIR-92218) 부품에서 기능불량 발생. Hyundai 현대자동차 울산공장에서 확인됨.,SL 대구공장,KR,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-92218,2022-09-02,2022-09-18,2023-02-16,2023-02-27,2023-03-10,확정,기능불량,Functional Failure,Minor,12,41.01,575.78
CLM-000391,Hyundai,현대자동차 아산공장,KR,ko,너클(SL-CHS-85851) 부품에서 배선·전장불량 발생. Hyundai 현대자동차 아산공장에서 확인됨.,SL 성서공장,KR,Chassis Systems,너클,Steering Knuckle,SL-CHS-85851,2023-12-20,2024-01-02,2024-12-03,2024-12-11,2025-01-16,확정,배선·전장불량,Wiring & Electrical Defect,Minor,50,27.11,1463.94
CLM-000392,Honda,Honda Suzuka Factory,JP,ja,Horn（SL-FEM-47767）にOtherを検出。Honda Suzuka Factoryにて確認。,SL 대구공장,KR,Front End Module,혼,Horn,SL-FEM-47767,2023-01-07,2023-01-21,2023-04-07,2023-04-12,2023-04-25,확정,기타,Other,Minor,3,27.22,76.76
CLM-000393,KGM,KGM 평택공장,KR,ko,스태빌라이저링크(SL-CHS-26577) 부품에서 이물혼입 발생. KGM 평택공장에서 확인됨.,SL 진량공장,KR,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-26577,2025-01-24,2025-02-07,2025-06-21,2025-06-24,2025-06-29,확정,이물혼입,Foreign Material Contamination,Minor,12,16.88,206.61
CLM-000394,KGM,KGM 평택공장,KR,ko,본넷래치(SL-FEM-70036) 부품에서 이물혼입 발생. KGM 평택공장에서 확인됨.,SL 천안공장,KR,Front End Module,본넷래치,Bonnet Latch,SL-FEM-70036,2024-07-26,2024-07-29,2024-10-17,2024-10-29,2024-12-03,확정,이물혼입,Foreign Material Contamination,Major,500,27.05,14066.0
CLM-000395,Kia,Kia India (Anantapur),IN,en,Other detected on Daytime Running Lamp (SL-LMP-15253). Identified at Kia India (Anantapur).,SL Lumax (India),IN,Lamp Systems,주간주행등,Daytime Running Lamp,SL-LMP-15253,2022-10-10,2022-10-30,2023-10-13,2023-10-15,2023-11-12,확정,기타,Other,Minor,5,53.99,229.46
CLM-000396,Hyundai,현대자동차 아산공장,KR,ko,아웃사이드미러(SL-MIR-20956) 부품에서 이물혼입 발생. Hyundai 현대자동차 아산공장에서 확인됨.,SL 안산공장,KR,Mirror Systems,아웃사이드미러,Outside Mirror,SL-MIR-20956,2024-07-14,2024-07-19,2025-07-01,2025-07-10,2025-08-13,확정,이물혼입,Foreign Material Contamination,Major,200,50.25,12763.5
CLM-000397,Honda,Honda Suzuka Factory,JP,ja,Horn（SL-FEM-11597）にMaterial Defectを検出。Honda Suzuka Factoryにて確認。,SL 안산공장,KR,Front End Module,혼,Horn,SL-FEM-11597,2024-01-27,2024-02-10,2024-08-05,2024-08-10,2024-09-17,보상완료,소재불량,Material Defect,Minor,5,27.65,141.02
CLM-000398,KGM,KGM 평택공장,KR,ko,본넷래치(SL-FEM-86962) 부품에서 이물혼입 발생. KGM 평택공장에서 확인됨.,SL 미러텍(시흥),KR,Front End Module,본넷래치,Bonnet Latch,SL-FEM-86962,2023-04-04,2023-04-13,2023-06-26,2023-07-01,2023-08-06,확정,이물혼입,Foreign Material Contamination,Minor,2,33.2,73.04
CLM-000399,Kia,기아 화성공장,KR,ko,사이드리피터미러(SL-MIR-70570) 부품에서 기능불량 발생. Kia 기아 화성공장에서 확인됨.,SL 천안공장,KR,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-70570,2023-06-19,2023-06-27,2023-10-08,2023-10-22,2023-11-29,확정,기능불량,Functional Failure,Minor,1,61.14,58.08
CLM-000400,BMW,BMW Brilliance Shenyang,CN,zh,在Head Lamp（SL-LMP-30188）上发现Dimensional Out-of-Spec。由BMW Brilliance Shenyang确认。,SL 옌타이,CN,Lamp Systems,전조등,Head Lamp,SL-LMP-30188,2024-01-01,2024-01-19,2024-06-21,2024-06-23,2024-07-14,기각,치수불량,Dimensional Out-of-Spec,Minor,3,56.97,194.84
CLM-000401,Kia,기아 화성공장,KR,ko,리어콤비램프(SL-LMP-57416) 부품에서 소재불량 발생. Kia 기아 화성공장에서 확인됨.,SL Poland,PL,Lamp Systems,리어콤비램프,Rear Combination Lamp,SL-LMP-57416,2024-11-09,2024-11-25,2025-09-11,2025-09-25,2025-10-28,확정,소재불량,Material Defect,Minor,12,58.31,762.69
CLM-000402,Stellantis,Stellantis Toledo Assembly,US,en,Assembly Defect detected on Bonnet Latch (SL-FEM-56843). Identified at Stellantis Toledo Assembly.,SL Alabama,US,Front End Module,본넷래치,Bonnet Latch,SL-FEM-56843,2023-10-23,2023-11-03,2023-12-01,2023-12-07,2024-01-01,확정,조립불량,Assembly Defect,Minor,8,15.87,142.2
CLM-000403,Hyundai,현대자동차 아산공장,KR,ko,리어콤비램프(SL-LMP-31906) 부품에서 소재불량 발생. Hyundai 현대자동차 아산공장에서 확인됨.,SL 미러텍(시흥),KR,Lamp Systems,리어콤비램프,Rear Combination Lamp,SL-LMP-31906,2024-05-01,2024-05-13,2024-10-22,2024-10-27,2024-11-22,기각,소재불량,Material Defect,Major,100,62.7,7586.7
CLM-000404,Hyundai,Beijing Hyundai Motor (BHMC),CN,zh,在Lower Control Arm（SL-CHS-23424）上发现Other。由Beijing Hyundai Motor (BHMC)确认。,상해삼립,CN,Chassis Systems,로어암,Lower Control Arm,SL-CHS-23424,2023-12-14,2024-01-02,2024-03-22,2024-03-26,2024-05-03,보상완료,기타,Other,Major,100,39.92,4630.72
CLM-000405,Ford,Ford Kentucky Truck Plant,US,en,Wiring & Electrical Defect detected on Outside Mirror (SL-MIR-72851). Identified at Ford Kentucky Truck Plant.,SL Tennessee,US,Mirror Systems,아웃사이드미러,Outside Mirror,SL-MIR-72851,2024-06-23,2024-07-07,2024-12-14,2024-12-17,2025-01-27,보상완료,배선·전장불량,Wiring & Electrical Defect,Minor,12,28.61,326.15
CLM-000406,Ford,Ford Kentucky Truck Plant,US,en,Material Defect detected on Lower Control Arm (SL-CHS-37504). Identified at Ford Kentucky Truck Plant.,SL Tennessee,US,Chassis Systems,로어암,Lower Control Arm,SL-CHS-37504,2023-07-29,2023-08-14,2023-09-24,2023-10-06,2023-10-16,보상완료,소재불량,Material Defect,Minor,1,37.56,44.32
CLM-000407,Hyundai,현대자동차 울산공장,KR,ko,안개등(SL-LMP-15672) 부품에서 소재불량 발생. Hyundai 현대자동차 울산공장에서 확인됨.,SL 천안공장,KR,Lamp Systems,안개등,Fog Lamp,SL-LMP-15672,2022-12-09,2022-12-12,2023-05-16,2023-05-29,,조사중,소재불량,Material Defect,Major,200,38.35,9587.5
CLM-000408,Hyundai,HMMA (Hyundai Motor Manufacturing Alabama),US,en,Other detected on Sensor Module (SL-ELE-56163). Identified at HMMA (Hyundai Motor Manufacturing Alabama).,SL Alabama,US,Electrification,센서모듈,Sensor Module,SL-ELE-56163,2023-03-03,2023-03-13,2023-11-25,2023-12-04,2023-12-13,확정,기타,Other,Minor,1,33.8,39.21
CLM-000409,KGM,KGM 평택공장,KR,ko,후미등(SL-LMP-76085) 부품에서 설계결함 발생. KGM 평택공장에서 확인됨.,SL 진량공장,KR,Lamp Systems,후미등,Tail Lamp,SL-LMP-76085,2025-02-15,2025-02-23,2025-08-30,2025-09-07,2025-09-16,기각,설계결함,Design Flaw,Minor,12,88.78,1076.01
CLM-000410,GM,GM Fort Wayne Assembly,US,en,Material Defect detected on Bumper Beam (SL-FEM-78121). Identified at GM Fort Wayne Assembly.,SL Tennessee,US,Front End Module,범퍼빔,Bumper Beam,SL-FEM-78121,2023-01-11,2023-01-25,2023-10-06,2023-10-18,2023-10-23,확정,소재불량,Material Defect,Minor,12,21.33,253.4
CLM-000411,GM,GM Brazil Gravataí,BR,pt,Foreign Material Contamination detectado em Power Window Switch (SL-ELE-48088). Identificado na GM Brazil Gravataí.,SL Brazil,BR,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-48088,2025-02-13,2025-02-18,2025-05-26,2025-06-10,2025-07-13,보상완료,이물혼입,Foreign Material Contamination,Minor,3,10.58,36.18
CLM-000412,BMW,BMW Brilliance Shenyang,CN,zh,在Inside Mirror（SL-MIR-62510）上发现Foreign Material Contamination。由BMW Brilliance Shenyang确认。,북경삼립,CN,Mirror Systems,룸미러,Inside Mirror,SL-MIR-62510,2022-07-05,2022-07-13,2023-07-28,2023-07-30,2023-08-14,확정,이물혼입,Foreign Material Contamination,Minor,5,49.75,323.38
CLM-000413,Hyundai,HMGMA (Hyundai Motor Group Metaplant America),US,en,Functional Failure detected on Sensor Module (SL-ELE-94388). Identified at HMGMA (Hyundai Motor Group Metaplant America).,북경삼립,CN,Electrification,센서모듈,Sensor Module,SL-ELE-94388,2024-09-10,2024-09-28,2025-03-30,2025-04-10,2025-05-08,기각,기능불량,Functional Failure,Minor,100,22.55,2660.9
CLM-000414,Hyundai,HMMA (Hyundai Motor Manufacturing Alabama),US,en,Design Flaw detected on Head Lamp (SL-LMP-16927). Identified at HMMA (Hyundai Motor Manufacturing Alabama).,SL Tennessee,US,Lamp Systems,전조등,Head Lamp,SL-LMP-16927,2022-09-03,2022-09-06,2023-05-20,2023-05-23,2023-06-15,확정,설계결함,Design Flaw,Minor,8,65.43,444.92
CLM-000415,Hyundai,Beijing Hyundai Motor (BHMC),CN,zh,在Inside Mirror（SL-MIR-96781）上发现Wiring & Electrical Defect。由Beijing Hyundai Motor (BHMC)确认。,SL Mexico (SLP),MX,Mirror Systems,룸미러,Inside Mirror,SL-MIR-96781,2025-01-18,2025-02-06,2025-10-16,2025-10-21,2025-11-27,확정,배선·전장불량,Wiring & Electrical Defect,Minor,1,67.63,55.46
CLM-000416,GM,GM Korea 부평공장,KR,ko,라디에이터서포트(SL-FEM-14716) 부품에서 설계결함 발생. GM Korea 부평공장에서 확인됨.,SL 천안공장,KR,Front End Module,라디에이터서포트,Radiator Support,SL-FEM-14716,2022-11-18,2022-12-08,2023-03-09,2023-03-20,2023-04-11,보상완료,설계결함,Design Flaw,Minor,50,19.63,942.24
CLM-000417,Kia,기아 화성공장,KR,ko,파워윈도우스위치(SL-ELE-72378) 부품에서 치수불량 발생. Kia 기아 화성공장에서 확인됨.,SL 미러텍(시흥),KR,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-72378,2023-02-26,2023-03-02,2023-11-17,2023-11-24,2024-01-03,확정,치수불량,Dimensional Out-of-Spec,Major,200,40.44,9543.84
CLM-000418,Kia,기아 화성공장,KR,ko,너클(SL-CHS-86541) 부품에서 이물혼입 발생. Kia 기아 화성공장에서 확인됨.,SL 대구공장,KR,Chassis Systems,너클,Steering Knuckle,SL-CHS-86541,2022-01-16,2022-01-29,2023-02-25,2023-03-04,,조사중,이물혼입,Foreign Material Contamination,Minor,12,25.59,254.88
CLM-000419,Kia,기아 광명공장,KR,ko,안개등(SL-LMP-25003) 부품에서 치수불량 발생. Kia 기아 광명공장에서 확인됨.,SL 미러텍(시흥),KR,Lamp Systems,안개등,Fog Lamp,SL-LMP-25003,2024-08-24,2024-08-27,2024-11-22,2024-12-01,2025-01-02,확정,치수불량,Dimensional Out-of-Spec,Major,200,58.46,11808.92
CLM-000420,Hyundai,HMGMA (Hyundai Motor Group Metaplant America),US,en,Functional Failure detected on Power Window Switch (SL-ELE-52260). Identified at HMGMA (Hyundai Motor Group Metaplant America).,SL Alabama,US,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-52260,2022-11-05,2022-11-11,2023-07-20,2023-08-01,2023-08-25,기각,기능불량,Functional Failure,Major,100,46.52,5256.76
CLM-000421,Hyundai,HMMA (Hyundai Motor Manufacturing Alabama),US,en,Dimensional Out-of-Spec detected on Bumper Beam (SL-FEM-80232). Identified at HMMA (Hyundai Motor Manufacturing Alabama).,SL Tennessee,US,Front End Module,범퍼빔,Bumper Beam,SL-FEM-80232,2023-10-07,2023-10-18,2024-03-14,2024-03-15,2024-04-23,확정,치수불량,Dimensional Out-of-Spec,Minor,5,24.86,159.1
CLM-000422,Ford,Ford Kentucky Truck Plant,US,en,Crack & Breakage detected on Power Window Switch (SL-ELE-65981). Identified at Ford Kentucky Truck Plant.,SL Tennessee,US,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-65981,2023-09-04,2023-09-09,2024-03-05,2024-03-16,2024-04-20,보상완료,크랙·파손,Crack & Breakage,Minor,20,39.86,765.31
CLM-000423,Kia,기아 광주공장,KR,ko,와이어링하네스(SL-ELE-12438) 부품에서 크랙·파손 발생. Kia 기아 광주공장에서 확인됨.,SL 미러텍(시흥),KR,Electrification,와이어링하네스,Wiring Harness,SL-ELE-12438,2025-08-01,2025-08-19,2025-11-23,2025-11-27,2025-12-29,확정,크랙·파손,Crack & Breakage,Critical,500,33.97,18853.35
CLM-000424,Ford,Changan Ford Chongqing,CN,zh,在Wiring Harness（SL-ELE-57746）上发现Dimensional Out-of-Spec。由Changan Ford Chongqing确认。,SL 대구공장,KR,Electrification,와이어링하네스,Wiring Harness,SL-ELE-57746,2025-05-11,2025-05-21,2025-08-05,2025-08-08,2025-08-30,기각,치수불량,Dimensional Out-of-Spec,Minor,20,24.34,593.9
CLM-000425,Hyundai,현대자동차 아산공장,KR,ko,스태빌라이저링크(SL-CHS-31048) 부품에서 표면·도금불량 발생. Hyundai 현대자동차 아산공장에서 확인됨.,북경삼립,CN,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-31048,2023-06-13,2023-06-23,2024-06-09,2024-06-16,2024-06-28,확정,표면·도금불량,Surface & Plating Defect,Minor,1,20.1,24.32
CLM-000426,GM,SAIC-GM Shanghai,CN,zh,在Tail Lamp（SL-LMP-30887）上发现Wiring & Electrical Defect。由SAIC-GM Shanghai确认。,SL Brazil,BR,Lamp Systems,후미등,Tail Lamp,SL-LMP-30887,2024-04-30,2024-05-03,2024-07-12,2024-07-17,2024-08-06,보상완료,배선·전장불량,Wiring & Electrical Defect,Minor,3,66.88,164.52
CLM-000427,Ford,Ford Kentucky Truck Plant,US,en,Surface & Plating Defect detected on Sensor Module (SL-ELE-18333). Identified at Ford Kentucky Truck Plant.,SL Alabama,US,Electrification,센서모듈,Sensor Module,SL-ELE-18333,2024-10-03,2024-10-08,2025-04-13,2025-04-20,2025-05-01,보상완료,표면·도금불량,Surface & Plating Defect,Minor,2,35.69,74.95
